id,title,summary,authors,primary_category,categories
hep-th/0001146v1,On electrodynamics of rapidly moving sources,"Rapidly moving sources create pairs in the vacuum and lose energy. In consequence of this, the velocity of a charged body cannot approach the speed of light closer than a certain limit which depends only on the coupling constant. The vacuum back-reaction secures the observance of the conservation laws. A source can lose up to 50% of energy and charge because of the vacuum instability.",R. Pettorino; G. A. Vilkovisky,hep-th,hep-th; gr-qc
physics/0001047v1,Path Integral Monte Carlo Calculation of the Deuterium Hugoniot,"Restricted path integral Monte Carlo simulations have been used to calculate the equilibrium properties of deuterium for two densities: 0.674 and 0.838 gcm^-3 (rs = 2.00 and 1.86) in the temperature range of 10000 < T < 1000000 K. Using the calculated internal energies and pressures we estimate the shock hugoniot and compare with recent Laser shock wave experiments. We study finite size effects and the dependence on the time step of the path integral. Further, we compare the results obtained with a free particle nodal restriction with those from a self-consistent variational principle, which includes interactions and bound states.",B. Militzer; D. M. Ceperley,physics.plasm-ph,physics.plasm-ph; physics.comp-ph
hep-lat/0001026v3,Chiral condensate in the quenched Schwinger model,A numerical investigation of the quenched Schwinger model on the lattice using the overlap Dirac operator points to a divergent chiral condensate.,Joe Kiskis; Rajamani Narayanan,hep-lat,hep-lat; hep-th
astro-ph/0001397v1,Flattening modulus of a neutron star by rotation and magnetic field,"We calculated the ellipticity of the deformed star due to the rotation or magnetic field. These two effects are compared to each other within general relativity. It turned out that the magnetic distortion is important for recently observed candidates of magnetars, while the magnetic effect can be neglected for well-known typical pulsars.",K. Konno; T. Obata; Y. Kojima,astro-ph,astro-ph; gr-qc
hep-th/0001147v1,"U(1) Connection, Nonlinear Dirac-like Equations and Seiberg-Witten
  Equations","By analysing the work of Campolattaro we argue that the second Seiberg-Witten equation over the Spin^c_4 manifold, i.e., F^+_{ij}=< M,S_ij M >, is the generalization of the Campolattaro's description of the electromagnetic field tensor F^{\mu\nu} in the bilinear form F^{\mu\nu}=\bar{\Psi} S^{\mu\nu}\Psi. It turns out that the Seiberg-Witten equations (also the perturbed Seiberg-Witten equations) can be well understood from this point of view. We suggest that the second Seiberg-Witten equation can be replaced by a nonlinear Dirac-like Equation. We also derive the spinor representation of the connection on the associated unitary line bundle over the Spin^c_4 manifold.",L. Z. Hu; L. Y. Hu,hep-th,hep-th
hep-th/0001148v1,U(1) gauge theory over discrete space-time and phase transitions,We first apply Connes' noncommutative geometry to a finite point space. The explicit form of the action functional of U(1) gauge field on this n-point space is obtained. We then consider the case when the n-point space is replaced by {space-time}\times{n-point space}. This action is shown to relate the Hamiltonian of the continuous-spin formulation of the Potts model. We argue that U(1) gauge theory on the discrete space-time determines the geometric origin of a class of phase transitions.,L. Z. Hu,hep-th,hep-th
astro-ph/0001398v1,"The star formation history as a function of type: constraints from
  galaxy counts","Deep galaxy counts are among the best constraints on the cosmic star formation history (SFH) of galaxies. The evolution of the star formation activity is followed on a wide range of redshifts (0< z < 4) covering most of the history of the Universe. Two incompatible interpretations of the observations are currently competing. After applying star formation rate (SFR) conversion factors to the CFRS, Halpha or ISO samples, many authors conclude to a strong increase (~ a factor 10) of the SFR from z=0 to z=1. They also find some evidence for a peak at z~1 and for a rapid decrease at higher redshifts. On the other side, the Hawaii deep surveys favor only a mild increase between z=0 and 1 (Cowie et al., 1996, 1999). To understand the reason for these discrepant interpretations, we consider three classes of galaxies: E/S0, Sa-Sb-Sbc, Sc-Sd-Im and bursting dwarfs. We use the new version of our evolutionary synthesis code, PEGASE which takes into account metallicity and dust effects. The main results are: i) Late-type galaxies contribute significantly to the local SFR, especially bursting dwarfs (Fioc and Rocca-Volmerange, 1999). Because of that, the cosmic SFR can not decrease by a factor 10 from z=0 to 1. This is in agreement with Cowie's result. ii) The SFR of intermediate-type galaxies has strongly decreased since z=1. Though the decrease is less than what find Lilly et al., 1996, this suggests that the CFRS and Halpha surveys are dominated by such bright early spirals. iii) The contribution of early-type galaxies increases rapidly from z=1 to their redshift of formation (> 2-3 for cosmological reasons). Their intense star formation rates at high-z give strong constraints on early ionization phases, primeval populations or metal enrichments.(abridged)",Brigitte Rocca-Volmerange; Michel Fioc,astro-ph,astro-ph
hep-th/0001149v1,On Action Functionals for Interacting Brane Systems,"We present an action functional and derive equations of motion for a coupled system of a bosonic Dp--brane and an open string ending on the Dp-brane. With this example we address the key issues of the recently proposed method (hep-th/9905144, hep-th/9906041) for the construction of manifestly supersymmetric action functionals for interacting superbrane systems. We clarify, in particular, how the arbitrariness in sources localized on the intersection is related to the standard description of the flat D-branes as rigid planes where the string for endpoints 'live'.",Igor Bandos; Wolfgang Kummer,hep-th,hep-th
math/0001118v2,Normal del Pezzo surfaces containing a nonrational singularity,"Working over a perfect field, I classify normal del Pezzo surfaces with base number one that contain a nonrational singularity. They form a huge infinite hierarchy; contractions of ruled surfaces lie on top of it. Descending the hierarchy hinges on a generalized version of elementary transformations. As an application, I determine the structure of 2-dimensional anticanonical models for arbitrary normal surfaces.",Stefan Schroeer,math.AG,"math.AG; 14J17, 14J20, 14J25, 14J26"
hep-th/0001150v1,"Super-D0-branes at the endpoints of fundamental superstring: an example
  of interacting brane system",We present a supersymmetric action functional for the coupled system of an open fundamental superstring and super-D0-branes attached to (identified with) the string endpoints. As a preliminary step the geometrical actions for a free super-D0-brane and a free type IIA superstring have been built. The pure bosonic limits of the action for the coupled system and of the equations of motion are discussed in some detail.,Igor Bandos,hep-th,hep-th
hep-th/0001151v1,"Hidden local, quasi-local and non-local Symmetries in Integrable Systems","The knowledge of {\it non usual} and sometimes {\it hidden} symmetries of (classical) integrable systems provides a very powerful setting-out of solutions of these models. Primarily, the understanding and possibly the quantisation of intriguing symmetries could give rise to deeper insight into the nature of field spectrum and correlation functions in quantum integrable models. With this perspective in mind we will propose a general framework for discovery and investigation of local, quasi-local and non-local symmetries in classical integrable systems. We will pay particular attention to the structure of symmetry algebra and to the r\^ole of conserved quantities. We will also stress a nice unifying point of view about KdV hierarchies and Toda field theories with the result of obtaining a Virasoro algebra as exact symmetry of Sine-Gordon Model.",Davide Fioravanti; Marian Stanishkov,hep-th,hep-th; nlin.SI
cond-mat/0001329v1,Shot noise of Coulomb drag current,We work out a theory of shot noise in a special case. This is a noise of the Coulomb drag current excited under the ballistic transport regime in a one-dimensional nanowire by a ballistic non-Ohmic current in a nearby parallel nanowire. We predict sharp oscillation of the noise power as a function of gate voltage or the chemical potential of electrons. We also study dependence of the noise on the voltage V across the driving wire. For relatively large values of V the noise power is proportional to V^2.,V. L. Gurevich; M. I. Muradov,cond-mat.mes-hall,cond-mat.mes-hall
hep-ph/0001228v1,The Nambu-Goto action as the one of the quantized space-time excitation,The concept of the quantized space-time of the formless finite fundamental elements is suggested. This space-time can be defined as a set of continual space-time coverings by simply connected non-overlapping regions of any form and arbitrary sizes with some probability measure. The functional integrating method and the space-time action problem are analyzed. A string in this space-time is considered as an excitation of a number of fundamental elements forming one-dimensional curve. It is possible to direct the way for the volume term of the space-time action to yield the Nambu-Goto action with this consideration.,Serge B. Afanas'ev,hep-ph,hep-ph
astro-ph/0001393v3,Cross-correlating the Sloan Digital Sky Survey with the Microwave Sky,"While most of the microwave background fluctuations on angular scales greater than a few arcminutes were generated at z > 800, the low redshift universe does distort the microwave background. Since the Sloan Digital Sky Survey (SDSS) traces the structures in the low-redshift universe, we can gain additional insights into the physics of the low-redshift universe by cross-correlating microwave background maps with template maps produced from the SDSS. We present a formalism for cross-correlating data from the Microwave Anisotropy Probe (MAP) with the Sloan Survey for the thermal Sunyaev-Zel'dovich (SZ) effect, the Integrated Sachs-Wolfe (ISW) effect, and weak lensing. This formalism is used to compute the signal-to-noise for cross-correlating these effects with various classes of tracer objects from the SDSS. It is found that the anticipated samples of SDSS quasars and galaxies with photometrically-determined redshifts would be good tracers for cross-correlating with the CMB. We find that the SZ-galaxy cross-correlation would give good constraints on pressure fluctuations in supercluster-scale gas. Cross-correlating weakly-lensed quasars with maps of the convergence of the CMB is found to give strong constraints on Omega_0 as well as the equation of state w. We find that the ISW cross-correlation gives poor signal-to-noise using these techniques.",Hiranya V. Peiris; David N. Spergel,astro-ph,astro-ph
cond-mat/0001330v1,Non-Ohmic Coulomb drag in the ballistic electron transport regime,"We work out a theory of the Coulomb drag current created under the ballistic transport regime in a one-dimensional nanowire by a ballistic non-Ohmic current in a nearby parallel nanowire. As in the Ohmic case, we predict sharp oscillation of the drag current as a function of gate voltage or the chemical potential of electrons. We study also dependence of the drag current on the voltage V across the driving wire. For relatively large values of V the drag current is proportional to V^2.",V. L. Gurevich; M. I. Muradov,cond-mat.mes-hall,cond-mat.mes-hall
hep-ph/0001229v3,Muon g-2 and precision electroweak physics in the MSSM,"The minimal supersymmetric extension of standard model (MSSM) is examined by analyzing its quantum effects on the precision electroweak measurements and the muon g-2. We examine carefully the effects of light charginos and neutralinos that are found to improve the fit to the electroweak data. We identify two distinct regions on the $(\mu, M_2)$-plane that fit well to the electroweak data and give significant contribution to muon g-2.",Gi-Chol Cho; Kaoru Hagiwara; Masashi Hayakawa,hep-ph,hep-ph
hep-ph/0001230v2,Bremsstrahlung from an Equilibrating Quark-Gluon Plasma,"The photon production rate from a chemically equilibrating quark-gluon plasma likely to be produced at RHIC (BNL) and LHC (CERN) energies is estimated taking into account bremsstrahlung. The plasma is assumed to be in local thermal equilibrium, but with a phase space distribution that deviates from the Fermi or Bose distribution by space-time dependent factors (fugacities). The photon spectrum is obtained by integrating the photon rate over the space-time history of the plasma, adopting a boost invariant cylindrically symmetric transverse expansion of the system with different nuclear profile functions. Initial conditions obtained from a self-screened parton cascade calculation and, for comparison, from the HIJING model are used. Compared to an equilibrated plasma at the same initial energy density, taken from the self-screened parton cascade, a moderate suppression of the photon yield by a factor of one to five depending on the collision energy and the photon momentum is observed. The individual contributions to the photon production, however, are completely different in the both scenarios.",Munshi G. Mustafa; Markus H. Thoma,hep-ph,hep-ph; nucl-th
gr-qc/0001069v4,"Regular coordinate systems for Schwarzschild and other spherical
  spacetimes","The continuation of the Schwarzschild metric across the event horizon is almost always (in textbooks) carried out using the Kruskal-Szekeres coordinates, in terms of which the areal radius r is defined only implicitly. We argue that from a pedagogical point of view, using these coordinates comes with several drawbacks, and we advocate the use of simpler, but equally effective, coordinate systems. One such system, introduced by Painleve and Gullstrand in the 1920's, is especially simple and pedagogically powerful; it is, however, still poorly known today. One of our purposes here is therefore to popularize these coordinates. Our other purpose is to provide generalizations to the Painleve-Gullstrand coordinates, first within the specific context of Schwarzschild spacetime, and then in the context of more general spherical spacetimes.",Karl Martel; Eric Poisson,gr-qc,gr-qc
math/0001119v1,"Finite groups with the same character tables, Drinfel'd algebras and
  Galois algebras",We prove that finite groups have the same complex character tables iff the group algebras are twisted forms of each other as Drinfel'd quasi-bialgebras or iff there is non-associative bi-Galois algebra over these groups. The interpretations of class-preserving automorphisms and permutation representations with the same character in terms of Drinfel'd algebras are also given.,A. Davydov,math.RT,math.RT; math.QA
astro-ph/0001400v1,Collapsars,"A variety of stellar explosions powered by black hole accretion are discussed. All involve the failure of neutrino energy deposition to launch a strong supernova explosion. A key quantity which determines the type of high energy transient produced is the ratio of the engine operation time, $\rm t_{engine}$, to the time for the explosion to break out of the stellar surface, $\rm t_{bo}$. Stars with sufficient angular momentum produce collapsars -- black holes accreting rapidly through a disk -- in their centers. Collapsars can occur in stars with a wide range of radii depending on the amount of pre-collapse mass loss. The stellar radius and jet properties determine the degree of beaming of the explosion. In some cases the stellar envelope serves to focus the explosion to narrow beaming angles. The baryon loading of various models for classical GRBs formed in massive stars is examined and the consequences are explored. For $\rm t_{engine} > t_{bo}$, highly relativistic outflow is possible and classical GRBs accompanied by supernovae can be produced. In other cases hyper-energetic, asymmetric supernovae are produced. Longer GRBs ($t \gtaprx 100 \s$) can be produced by fallback following a weak neutrino-driven supernova explosion.",Andrew MacFadyen,astro-ph,astro-ph
quant-ph/0001083v1,Quantum cryptography with 3-state systems,"We consider quantum cryptographic schemes where the carriers of information are 3-state particles. One protocol uses four mutually unbiased bases and appears to provide better security than obtainable with 2-state carriers. Another possible method allows quantum states to belong to more than one basis. The security is not better, but many curious features arise.",Helle Bechmann-Pasquinucci; Asher Peres,quant-ph,quant-ph
cond-mat/0001331v1,Spin-triplet superconductivity in quasi-one dimension,"We consider a system with electron-phonon interaction, antiferromagnetic fluctuations and disconnected open Fermi surfaces. The existence of odd-parity superconductivity in this circumstance is shown for the first time. If it is applied to the quasi-one-dimensional systems like the organic conductors (TMTSF)_2X we obtain spin-triplet superconductivity with nodeless gap. Our result is also valid in higher dimensions(2d and 3d).",Mahito Kohmoto; Masatoshi Sato,cond-mat.supr-con,cond-mat.supr-con
hep-th/0001144v1,Noncommutative Open String: Neutral and Charged,"We review the quantization of open string in NS-NS background and demonstrate that its endpoint becomes noncommutative. The same approach allows us to determine the noncommutativity that arises for a charged open string in background gauge fields. While NS-NS background is relevant for ``worldvolume'' noncommutativity, a simple argument suggests that RR background is likely to be relevant for ``spacetime'' noncommutativity.",Chong-Sun Chu,hep-th,hep-th
math/0001121v1,Extender Based Radin Forcing,"We define extender sequences, generelizing measure sequences from Radin Forcing. Using the extender sequences we combine Gitik-Magidor forcing for adding many Prikry sequences with Radin forcing. This forcing satisfies Prikry like condition, destroys no cardinals, and has a kind of properness. Depending on the large cardinal we start with, this forcing can blow the power of a cardinal together with changing its' cofinality to a prescribe value. If this prescribed value is the cardinal itself then it remains regular and even can remain measurable.",Carmi Merimovich,math.LO,math.LO; 03E35; 03E55; 04A30
gr-qc/0001070v1,Coordinate Singularities in Harmonically-sliced Cosmologies,"Harmonic slicing has in recent years become a standard way of prescribing the lapse function in numerical simulations of general relativity. However, as was first noticed by Alcubierre (1997), numerical solutions generated using this slicing condition can show pathological behaviour. In this paper, analytic and numerical methods are used to examine harmonic slicings of Kasner and Gowdy cosmological spacetimes. It is shown that in general the slicings are prevented from covering the whole of the spacetimes by the appearance of coordinate singularities. As well as limiting the maximum running times of numerical simulations, the coordinate singularities can lead to features being produced in numerically evolved solutions which must be distinguished from genuine physical effects.",S. D. Hern,gr-qc,gr-qc
cond-mat/0001332v1,"Evidence from $^{77}$Se Knight shifts for triplet superconductivity in
  (TMTSF)$_2$PF$_6$","The layered quasi-one-dimensional molecular superconductor (TMTSF)$_2$PF$_6$ is a very exotic material with a superconducting order parameter whose ground state symmetry has remained ill-defined. Here we present a pulsed NMR Knight shift (K) study of $^{77}$Se measured simultaneously with transport in pressurized (TMTSF)$_2$PF$_6$. The Knight shift is linearly dependent on the electron spin susceptibility $\chi_s$, and is therefore a direct measure of the spin polarization in the superconducting state. For a singlet superconductor, the spin contribution to the Knight shift, K$_s$, falls rapidly on cooling through the transition. The present experiments indicate no observable change in K between the metallic and superconducting states, and thus strongly support the hypothesis of triplet p-wave superconductivity in (TMTSF)$_2$PF$_6$.",I. J. Lee; D. S. Chow; W. G. Clark; J. Strouse; M. J. Naughton; P. M. Chaikin; S. E. Brown,cond-mat.supr-con,cond-mat.supr-con; cond-mat.str-el
astro-ph/0001401v1,Power Density Spectra of GRBs,"Power density spectra (PDSs) of long gamma-ray bursts (GRBs) provide useful information on GRBs, indicating their self-similar temporal structure. The best power-law PDSs are displayed by the longest bursts (T_90>100 s) in which the range of self-similar time scales covers more than 2 decades. Shorter bursts have apparent PDS slopes more strongly affected by statistical fluctuations. The underlying power law can then be reproduced with high accuracy by averaging the PDSs for a large sample of bursts. This power law has a slope approximately equal to -5/3 and a sharp break at about 1 Hz.   The power-law PDS provides a new sensitive tool for studies of GRBs. In particular, we calculate the PDSs of bright bursts in separate energy channels. The PDS flattens in the hard channel (h\nu>300 keV) and steepens in the soft channel (h\nu<50 keV), while the PDS of bolometric light curves approximately follows the -5/3 law.   We then study dim bursts and compare them to the bright ones. We find a strong correlation between the burst brightness and the PDS slope. This correlation shows that the bursts are far from being standard candles and dim bursts should be intrinsically weak. The time dilation of dim bursts is probably related to physical processes occurring in the burst rather than to a cosmological redshift.",A. M. Beloborodov; B. E. Stern; R. Svensson,astro-ph,astro-ph
hep-ph/0001231v2,Resonant Amplification of Gauge Fields in Expanding Universe,"We investigate the possibility that gauge fluctuations are amplified in an expanding universe by parametric resonance, during the oscillatory regime of a scalar field to which they are coupled. We investigate the couplings of gauge fields to a charged scalar field and to an axion. For both couplings, gauge field fluctuations undergo exponential instabilities. We discuss how the presence of other charges or currents may counteract the resonance, but we argue that in some cases the resonance will persist and that hence this mechanism could have some relevance for the problem of large scale primordial magnetic fields.",F. Finelli; A. Gruppuso,hep-ph,hep-ph; astro-ph; gr-qc; hep-th
hep-ph/0001232v3,"Derivation of O(q^4) Effective Lagrangian in the Presence of External
  Fields Directly Within Heavy Baryon Chiral Perturbation Theory","This is a progress report on the extension of the analysis of hep-ph/9909498 to constructing a complete list of O(q^4) terms in the presence of external fields, directly within Heavy Baryon Chiral Perturbation Theory (HBChPT) {\it without having to first construct the relativistic BChPT Lagrangian and then carry out the ${1\over\rm m}$-reduction}. In addition to a phase rule to implement all symmetries including charge conjugation invariance directly at the nonrelativistic level, generalized Jacobi identities, curvature relation (that relates the commutator of two covariant derivatives to a linear combination of the traceless and isosinglet field strengths and the commutator of two axial vector building blocks), Schouten's identity and the relationship between the antisymmetrized covariant derivative - axial-(building block) vector commutator and another traceless field strength, are used to ensure linear independence of the terms and their low energy coupling constants. We first construct O($q^4$) terms for off-shell nucleons, and then perform the on-shell reduction, again within HBChPT.",A. Misra,hep-ph,hep-ph
math/0001120v1,A new method in Fano geometry,"We give some bounds on the anticanonical degrees of Fano varieties with Picard number 1 and mild singularities, extending results of Koll\'ar et al. from the early 90's and improving them even in the smooth case. The proof is based on a study of positivity properties of sheaves of differential operators on ample line bundles, and avoids the use of rational curves and bend-and-break. This note is a self-contained exposition of the main ideas of math.AG/9811022",Ziv Ran; Herb Clemens,math.AG,math.AG; 14j45
physics/0001048v1,High-resolution path-integral development of financial options,"The Black-Scholes theory of option pricing has been considered for many years as an important but very approximate zeroth-order description of actual market behavior. We generalize the functional form of the diffusion of these systems and also consider multi-factor models including stochastic volatility. Daily Eurodollar futures prices and implied volatilities are fit to determine exponents of functional behavior of diffusions using methods of global optimization, Adaptive Simulated Annealing (ASA), to generate tight fits across moving time windows of Eurodollar contracts. These short-time fitted distributions are then developed into long-time distributions using a robust non-Monte Carlo path-integral algorithm, PATHINT, to generate prices and derivatives commonly used by option traders.",Lester Ingber,physics.comp-ph,physics.comp-ph; cs.CE; physics.data-an; q-fin.PR
physics/0001049v1,"Statistical mechanics of neocortical interactions: Reaction time
  correlates of the g factor","A statistical mechanics of neuronal interactions (SMNI) is explored as providing some substance to a physiological basis of the g factor. Some specific elements of SMNI, previously used to develop a theory of short-term memory (STM) and a model of electroencephalography (EEG) are key to providing this basis. Specifically, Hick's Law, an observed linear relationship between reaction time (RT) and the information storage of STM, in turn correlated to a RT-g relationship, is derived.",Lester Ingber,physics.bio-ph,physics.bio-ph; physics.data-an; q-bio
quant-ph/0001084v2,Distillation of GHZ states by selective information manipulation,"Methods for distilling maximally entangled tripartite (GHZ) states from arbitrary entangled tripartite pure states are described. These techniques work for virtually any input state. Each technique has two stages which we call primary and secondary distillation. Primary distillation produces a GHZ state with some probability, so that when applied to an ensemble of systems, a certain percentage is discarded. Secondary distillation produces further GHZs from the discarded systems. These protocols are developed with the help of an approach to quantum information theory based on absolutely selective information, which has other potential applications.",Oliver Cohen; Todd A. Brun,quant-ph,quant-ph
physics/0001050v1,"Statistical mechanics of neocortical interactions: EEG eigenfunctions of
  short-term memory","This paper focuses on how bottom-up neocortical models can be developed into eigenfunction expansions of probability distributions appropriate to describe short-term memory in the context of scalp EEG. The mathematics of eigenfunctions are similar to the top-down eigenfunctions developed by Nunez, albeit they have different physical manifestations. The bottom-up eigenfunctions are at the local mesocolumnar scale, whereas the top-down eigenfunctions are at the global regional scale. However, as described in several joint papers, our approaches have regions of substantial overlap, and future studies may expand top-down eigenfunctions into the bottom-up eigenfunctions, yielding a model of scalp EEG that is ultimately expressed in terms of columnar states of neocortical processing of attention and short-term memory.",Lester Ingber,physics.bio-ph,physics.bio-ph; physics.data-an; q-bio
physics/0001051v1,Canonical momenta indicators of financial markets and neocortical EEG,"A paradigm of statistical mechanics of financial markets (SMFM) is fit to multivariate financial markets using Adaptive Simulated Annealing (ASA), a global optimization algorithm, to perform maximum likelihood fits of Lagrangians defined by path integrals of multivariate conditional probabilities. Canonical momenta are thereby derived and used as technical indicators in a recursive ASA optimization process to tune trading rules. These trading rules are then used on out-of-sample data, to demonstrate that they can profit from the SMFM model, to illustrate that these markets are likely not efficient. This methodology can be extended to other systems, e.g., electroencephalography. This approach to complex systems emphasizes the utility of blending an intuitive and powerful mathematical-physics formalism to generate indicators which are used by AI-type rule-based models of management.",Lester Ingber,physics.comp-ph,physics.comp-ph; physics.data-an
cs/0001018v1,Adaptive simulated annealing (ASA): Lessons learned,"Adaptive simulated annealing (ASA) is a global optimization algorithm based on an associated proof that the parameter space can be sampled much more efficiently than by using other previous simulated annealing algorithms. The author's ASA code has been publicly available for over two years. During this time the author has volunteered to help people via e-mail, and the feedback obtained has been used to further develop the code. Some lessons learned, in particular some which are relevant to other simulated annealing algorithms, are described.",Lester Ingber,cs.MS,cs.MS; cs.CE; G.1.6
math/0001123v1,Canonical momenta of nonlinear combat,"The context of nonlinear combat calls for more sophisticated measures of effectiveness. We present a set of tools that can be used as such supplemental indicators, based on stochastic nonlinear multivariate modeling used to benchmark Janus simulation to exercise data from the U.S. Army National Training Center (NTC). As a prototype study, a strong global optimization tool, adaptive simulated annealing (ASA), is used to explicitly fit Janus data, deriving coefficients of relative measures of effectiveness, and developing a sound intuitive graphical decision aid, canonical momentum indicators (CMI), faithful to the sophisticated algebraic model. We argue that these tools will become increasingly important to aid simulation studies of the importance of maneuver in combat in the 21st century.",Michael Bowman; Lester Ingber,math.NA,math.NA; math-ph; math.MP; 65C30
astro-ph/0001402v2,"Chandra X-ray Observations of the Hydra A Cluster: An Interaction
  Between the Radio Source and the X-Ray-Emitting Gas","We present Chandra X-ray Observations of the Hydra A cluster of galaxies, and we report the discovery of structure in the central 80 kpc of the cluster's X-ray-emitting gas. The most remarkable structures are depressions in the X-ray surface brightness, $\sim 25-35$ kpc diameter, that are coincident with Hydra A's radio lobes. The depressions are nearly devoid of X-ray-emitting gas, and there is no evidence for shock-heated gas surrounding the radio lobes. We suggest the gas within the surface brightness depressions was displaced as the radio lobes expanded subsonically, leaving cavities in the hot atmosphere. The gas temperature declines from 4 keV at 70 kpc to 3 keV in the inner 20 kpc of the brightest cluster galaxy (BCG), and the cooling time of the gas is $\sim 600$ Myr in the inner 10 kpc. These properties are consistent with the presence of a $\sim 34 \msunyr$ cooling flow within a 70 kpc radius. Bright X-ray emission is present in the BCG surrounding a recently-accreted disk of nebular emission and young stars. The star formation rate is commensurate with the cooling rate of the hot gas within the volume of the disk, although the sink for the material cooling at larger radii remains elusive.",B. R. McNamara; M. Wise; P. E. J. Nulsen; L. P. David; C. L. Sarazin; M. Bautz; M. Markevitch; A. Vikhlinin; W. R. Forman; C. Jones; D. E. Harris,astro-ph,astro-ph
physics/0001052v1,"Statistical mechanics of neocortical interactions: Canonical momenta
  indicators of electroencephalography","A series of papers has developed a statistical mechanics of neocortical interactions (SMNI), deriving aggregate behavior of experimentally observed columns of neurons from statistical electrical-chemical properties of synaptic interactions. While not useful to yield insights at the single neuron level, SMNI has demonstrated its capability in describing large-scale properties of short-term memory and electroencephalographic (EEG) systematics. The necessity of including nonlinear and stochastic structures in this development has been stressed. Sets of EEG and evoked potential data were fit, collected to investigate genetic predispositions to alcoholism and to extract brain signatures of short-term memory. Adaptive Simulated Annealing (ASA), a global optimization algorithm, was used to perform maximum likelihood fits of Lagrangians defined by path integrals of multivariate conditional probabilities. Canonical momenta indicators (CMI) are thereby derived for individual's EEG data. The CMI give better signal recognition than the raw data, and can be used to advantage as correlates of behavioral states. These results give strong quantitative support for an accurate intuitive picture, portraying neocortical interactions as having common algebraic or physics mechanisms that scale across quite disparate spatial scales and functional or behavioral phenomena, i.e., describing interactions among neurons, columns of neurons, and regional masses of neurons.",Lester Ingber,physics.bio-ph,physics.bio-ph; physics.data-an; q-bio
physics/0001053v1,"Statistical mechanics of neocortical interactions: Training and testing
  canonical momenta indicators of EEG","A series of papers has developed a statistical mechanics of neocortical interactions (SMNI), deriving aggregate behavior of experimentally observed columns of neurons from statistical electrical-chemical properties of synaptic interactions. While not useful to yield insights at the single neuron level, SMNI has demonstrated its capability in describing large-scale properties of short-term memory and electroencephalographic (EEG) systematics. The necessity of including nonlinear and stochastic structures in this development has been stressed. Sets of EEG and evoked potential data were fit, collected to investigate genetic predispositions to alcoholism and to extract brain signatures of short-term memory. Adaptive Simulated Annealing (ASA), a global optimization algorithm, was used to perform maximum likelihood fits of Lagrangians defined by path integrals of multivariate conditional probabilities. Canonical momenta indicators (CMI) are thereby derived for individual's EEG data. The CMI give better signal recognition than the raw data, and can be used to advantage as correlates of behavioral states. These results give strong quantitative support for an accurate intuitive picture, portraying neocortical interactions as having common algebraic or physics mechanisms that scale across quite disparate spatial scales and functional or behavioral phenomena, i.e., describing interactions among neurons, columns of neurons, and regional masses of neurons. This paper adds to these previous investigations two important aspects, a description of how the CMI may be used in source localization, and calculations using previously ASA-fitted parameters in out-of-sample data.",Lester Ingber,physics.bio-ph,physics.bio-ph; physics.data-an; q-bio
hep-ex/0001053v1,"A Prototype RICH Detector Using Multi-Anode Photo Multiplier Tubes and
  Hybrid Photo-Diodes","The performance of a prototype Ring Imaging Cherenkov Detector is studied using a charged particle beam. The detector performance, using CF4 and air as radiators, is described. Cherenkov angle precision and photoelectron yield using hybrid photo-diodes and multi-anode PMTs agree with simulations and are assessed in terms of the requirements of the LHCb experiment.",E. Albrecht; G. Barber; J. H. Bibby; N. H. Brook; G. Doucas; A. Duane; S. Easo; L. Eklund; M. French; V. Gibson; T. Gys; A. W. Halley; N. Harnew; M. John; D. Piedigrossi; J. Rademacker; B. Simmons; N. Smale; P. Teixeira-Dias; L. Toudup; D. Websdale; G. Wilkinson; S. A. Wotton; .,hep-ex,hep-ex
astro-ph/0001404v1,ROSAT observations of X-ray emission from planetary nebulae,"We have searched the entire ROSAT archive for useful observations to study X-ray emission from Galactic planetary nebulae (PNs). The search yields a sample of 63 PNs, which we call the ROSAT PN sample. About 20-25% of this sample show X-ray emission; these include 13 definite detections and three possible detections (at a 2-sigma level). All X-ray sources in these PNs are concentrated near the central stars. Only A 30, BD+30 3639, and NGC 6543 are marginally resolved by the ROSAT instruments. Three types of X-ray spectra are seen in PNs. Type 1 consists of only soft X-ray emission (<0.5 keV), peaks at 0.1-0.2 keV, and can be fitted by blackbody models at temperatures 1-2 10^5 K. Type 2 consists of harder X-ray emission, peaks at >0.5 keV, and can be fitted by thin plasma emission models at temperatures of a few 10^6 K. Type 3 is a composite of a bright Type 1 component and a fainter Type 2 component. Unresolved soft sources with Type 1 spectra or the soft component of Type 3 spectra are most likely photospheric emission from the hot central stars. Absorption cross sections are large for these soft-energy photons; therefore, only large, tenuous, evolved PNs with hot central stars and small absorption column densities have been detected. The origin of hard X-ray emission from PNs is uncertain. PNs with Type 2 spectra are small, dense, young nebulae with relatively cool (<<10^5 K) central stars, while PNs with Type 3 X-ray spectra are large, tenuous, evolved nebulae with hot central stars. The hard X-ray luminosities are also different between these two types of PNs, indicating perhaps different origins of their hard X-ray emission. Future Chandra and XMM observations with high spatial and spectral resolution will help to understand the origin of hard X-ray emission from PNs.",Martin A. Guerrero; You-Hua Chu; Robert A. Gruendl,astro-ph,astro-ph
